Platform,Game,Entry
Facebook,Tottenham vs. Liverpool September 30,Მართლაც ქათმებო. 😁
Facebook,Tottenham vs. Liverpool September 30,Shame  it was a gift by the referee 😂😂😂 Or even with a 9 man for a long time fail to score 😂😂😂
Facebook,Tottenham vs. Liverpool September 30,Come november back to normal days ...8th
Facebook,Tottenham vs. Liverpool September 30,Muhammad Fahim Idraki xkoyak aih..
Facebook,Tottenham vs. Liverpool September 30,You little darlings well done
Facebook,Tottenham vs. Liverpool September 30,"Spurs went VARching on, should of been 2-2 atleast"
Facebook,Tottenham vs. Liverpool September 30,shame on you
Facebook,Tottenham vs. Liverpool September 30,shame on you
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng tetap saja lemari tropy mereka akan kosong...😊 tenang saja kawan.
Facebook,Tottenham vs. Liverpool September 30,Referee MVP 👏
Facebook,Tottenham vs. Liverpool September 30,Balas di Anfield guys.. YNWA
Facebook,Tottenham vs. Liverpool September 30,"I'll take the win. But if the shoe was on the other foot, I'd be moaning too. We got lucky. Liverpool defended really well BUT the worrying thing was, we struggled to break down 9 men. Hopefully Ange changes up something. Also we definitely need better depth. That was evident. COYS."
Facebook,Tottenham vs. Liverpool September 30,"Sara Mohamed well sometimes this happens, to be honest. Me as a spurs fan I agree tho that at least the first goal wasn’t offside 👍🏻"
Facebook,Tottenham vs. Liverpool September 30,"9 man Liverpool almost earned a draw from the dramatic match,,,, the reds are really a formidable side,spurs celebrated there winning as if they have won the EPL.... Haha"
Facebook,Tottenham vs. Liverpool September 30,Embarrassing.
Facebook,Tottenham vs. Liverpool September 30,"Muhamed Eliyas He will be in jail soon, Don't worry 😂"
Facebook,Tottenham vs. Liverpool September 30,COYS💙
Facebook,Tottenham vs. Liverpool September 30,"Ange ball at its best. EPL fans should get used to Spurs winning matches late on.  We enjoyed it for 2 years at Celtic, in season 2022-2023 we scored 29% of our goals in last 15 mins of the game and we had plenty of injury time excitement.  Ange's motto is Never Stop......."
Facebook,Tottenham vs. Liverpool September 30,Honeymoon isn't over for Ange
Facebook,Tottenham vs. Liverpool September 30,Daniel Whitehead do know wat it means to loose two men ??????
Facebook,Tottenham vs. Liverpool September 30,nhục
Facebook,Tottenham vs. Liverpool September 30,Liam Lane well
Facebook,Tottenham vs. Liverpool September 30,After the referee played for them
Facebook,Tottenham vs. Liverpool September 30,بالتعريض
Facebook,Tottenham vs. Liverpool September 30,Avec l'arbitrage
Facebook,Tottenham vs. Liverpool September 30,Sami Girmay
Facebook,Tottenham vs. Liverpool September 30,Aizeiah Parkinson loss to Brighton coming up too 😂
Facebook,Tottenham vs. Liverpool September 30,"If I was a spurs fan I'd be worried ...you couldn't beat a team of 10 then 9 players ...you only won because of a dodgy var decision and an unlucky defensive error .... at the end of the day you where lucky, you didn't actually do anything to win the game ... !!!!"
Facebook,Tottenham vs. Liverpool September 30,9 vs 15 and almost couldn't beat them.  That's how good you are.
Facebook,Tottenham vs. Liverpool September 30,بالتحكيم يمتناكين
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng
Facebook,Tottenham vs. Liverpool September 30,"Kim Hoàng obviously you don’t understand football, there is difference between luck and robbery. Luck is when you find money on the street and robbery is when you take them forcefully. Know when I think of it maybe you don’t understand English"
Facebook,Tottenham vs. Liverpool September 30,Guled Hirzi Ismail how many years fis teams go to anfield and play against 12 men mate . ...whinging Scouse crybabies...good enough for them COYS
Facebook,Tottenham vs. Liverpool September 30,Lol and you call that a win? You all should be thanking the referee and make sure he officiate all your games this season.corrupt league
Facebook,Tottenham vs. Liverpool September 30,Well done Var and that bloody ref.
Facebook,Tottenham vs. Liverpool September 30,Good job you didn't get a penalty you've haven't got kane to take it
Facebook,Tottenham vs. Liverpool September 30,Should be embarrassed at their inability to win the game against 9 men when an a disallowed goal which shouldn't have been an own goal and 2 reds went in their favour thanks to incompetent ref then an even bigger embarrassment was their celebrations made you think they won the league
Facebook,Tottenham vs. Liverpool September 30,Simon Hooper proved to be the best winning key strategy
Facebook,Tottenham vs. Liverpool September 30,"Spurs fans last week “arsenal was lucky because of an own goal”  Spurs fans this week “we will take the own goal, we’ll deserved”mugs 🤦🏻‍♂️🤣"
Facebook,Tottenham vs. Liverpool September 30,Adem Edao Gemedo seriously
Facebook,Tottenham vs. Liverpool September 30,"As a spurs fan liverpool had some shocking decisions go against them what ended up giving us the game, but also ended up ruining the game of football for them i think the officials were terrible."
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng indeed robbed. Spurs will be spurs!
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed cryy harder🤣
Facebook,Tottenham vs. Liverpool September 30,The mentality of the cupless team
Facebook,Tottenham vs. Liverpool September 30,Robbery 💔
Facebook,Tottenham vs. Liverpool September 30,Wa INO ANfeilD shuPaH Idin dhashee😡
Facebook,Tottenham vs. Liverpool September 30,What a shame point that you dont deserve
Facebook,Tottenham vs. Liverpool September 30,"No Liverpool fan, but that really was 2-1 to the referee."
Facebook,Tottenham vs. Liverpool September 30,Anfield is waiting patiently for you lads.😌
Facebook,Tottenham vs. Liverpool September 30,Referee Hotspur
Facebook,Tottenham vs. Liverpool September 30,12 against 9 still own goal for u disappointed team spurs
Facebook,Tottenham vs. Liverpool September 30,Embarrassing
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng go to sleep mate you need it.
Facebook,Tottenham vs. Liverpool September 30,"Still you won't win the league, Liverpool and city will finish above you... Robbery"
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng You need to cheat to win the Champions League final in 2019. About time you got what you deserved.
Facebook,Tottenham vs. Liverpool September 30,Lol.. this winning match is as farce as government is 🤡🤡🤡
Facebook,Tottenham vs. Liverpool September 30,Sara Mohamed take your pills you need them
Facebook,Tottenham vs. Liverpool September 30,Good luck to Tottenham
Facebook,Tottenham vs. Liverpool September 30,:)) chim nướng
Facebook,Tottenham vs. Liverpool September 30,Sandile Mlamboo uyaphapha🤣🤣🤣
Facebook,Tottenham vs. Liverpool September 30,Liverpool lose but You didn't Won.
Facebook,Tottenham vs. Liverpool September 30,Man of the match is the referee
Facebook,Tottenham vs. Liverpool September 30,that is humiliation
Facebook,Tottenham vs. Liverpool September 30,Paul Davis very bitter not the same with the shoe on the other foot 😁
Facebook,Tottenham vs. Liverpool September 30,deserved win! we wanted it more 🙂 coys
Facebook,Tottenham vs. Liverpool September 30,Jamieson Harris after that loss anything can happen in the prem 😅
Facebook,Tottenham vs. Liverpool September 30,Hope you awarded the referee MOTM
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng once we needed two penalties go get a draw up in Liverpool so shut it. you know nothing 🙂 well deserved! coys!
Facebook,Tottenham vs. Liverpool September 30,Loserpool😄😄
Facebook,Tottenham vs. Liverpool September 30,One of the useless teams in the world
Facebook,Tottenham vs. Liverpool September 30,9v12
Facebook,Tottenham vs. Liverpool September 30,"Imagine not thrashing a 9 man team, and only winning due to an own goal💀 that’s just embarrassing really😂 with better referees, we would have absolutely won that so easily😂 I hope you didn’t pay the ref too much👋"
Facebook,Tottenham vs. Liverpool September 30,Shame?
Facebook,Tottenham vs. Liverpool September 30,Yep they sure do even against Nine Men 😂😂
Facebook,Tottenham vs. Liverpool September 30,các spurs tiếp tục mua tài
Facebook,Tottenham vs. Liverpool September 30,"Sara Mohamed it is really hard responding to someone who knows nothing about football but still, here it goes : the object of the game is to score goals in order to win the match. Tottenham (we!) scored two and Liverpool could only manage one. 2 is more than 1. so there it is. we won"
Facebook,Tottenham vs. Liverpool September 30,"Liverpool, chief English"
Facebook,Tottenham vs. Liverpool September 30,"Congratulations to Spurs, we'll wait for you at Anfield in the return fixture..."
Facebook,Tottenham vs. Liverpool September 30,You think the Champions League final
Facebook,Tottenham vs. Liverpool September 30,Highlight of the season for VAR Hotspur is a win against 9 men and the ref may as well have worn white 😡
Facebook,Tottenham vs. Liverpool September 30,حرام
Facebook,Tottenham vs. Liverpool September 30,"Ton Brown I would quit watching football if I were you. shocking innit 🙂 btw: I saw no referee score a goal? it was Son and your boy Matip that hit the net? what are you talking about? now, take your loss and move on. don't be a cry baby. If you were really watching football for 53 years you must have seen many ups and downs. take the loss and forget it. there is another game on next week."
Facebook,Tottenham vs. Liverpool September 30,"That disallowed goal is baffling, it looked onside in real time. How could two VAR officials get it wrong, they both need sacking."
Facebook,Tottenham vs. Liverpool September 30,Matthew Turner how did they cheat?!?
Facebook,Tottenham vs. Liverpool September 30,Maddisons face!
Facebook,Tottenham vs. Liverpool September 30,Good luck spurs I love
Facebook,Tottenham vs. Liverpool September 30,2 red cards and a wrongly disallowed goal is what won Spurs the game. They were bang average before that.
Facebook,Tottenham vs. Liverpool September 30,lee pal 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕
Facebook,Tottenham vs. Liverpool September 30,Nabin Jung Khadka they all count baba. you should know that by now 🤣😁👏
Facebook,Tottenham vs. Liverpool September 30,"JustGaz Price , you're absolutely right, but we were awarded more lol"
Facebook,Tottenham vs. Liverpool September 30,Rageeb Raunaq luis diaz
Facebook,Tottenham vs. Liverpool September 30,Come to anfield second leg with your ref and Var we sho you dust
Facebook,Tottenham vs. Liverpool September 30,What the he'll was you watching even the experts which your not said it was pathetic spurs will not even be in the top 4 with that performance
Facebook,Tottenham vs. Liverpool September 30,I'm not even a liverpool supporter
Facebook,Tottenham vs. Liverpool September 30,And having our goal cancelled 🥺🙄🙄
Facebook,Tottenham vs. Liverpool September 30,You have not been able to win over Liverpool 6 years ago
Facebook,Tottenham vs. Liverpool September 30,Shame on the British referees.
Facebook,Tottenham vs. Liverpool September 30,Lee Reynolds https://fb.watch/nocu-87WT7/?mibextid=NnVzG8
Facebook,Tottenham vs. Liverpool September 30,James Duffy
Facebook,Tottenham vs. Liverpool September 30,Got a point at Arsenal last week because of a awful defensive error and 3 points today thanks to a even worse referee error. There massive good fortune won’t happen every week.
Facebook,Tottenham vs. Liverpool September 30,Kim Hoàng i beg your pardon?
Facebook,Tottenham vs. Liverpool September 30,Ton Brown calm down alright? it was only a game. and you lost. move on. Liverpool were and still are top dogs! I'll give you that but the red cards were justified and that offside was marginal but that is all in the past. you can't change that now and Klopp agreed himself. that young Spurs side never stopped running. it was the same against United and Arsenal so top 4 is justified.
Facebook,Tottenham vs. Liverpool September 30,"Tottenham Hotspurs Liverpool FC were robbed but all is not lost, let us meet at An field."
